gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001251,ALDON INDUSTRIES INC,2904B,2273,C,00X,LU,48733,174,1/1/1974,1/30/1978
001252,ALDRICH CHEMICAL INC,ALDC.,5190,P,01,LU,11683,155,12/14/1972,7/31/1975
001253,ALEXANDER & ALEXANDER,AAL.1,6411,P,01,LU,63845,4,12/14/1972,2/28/1997
001254,MATSON INC,MATX,4400,P,01,LU,11691,157,12/14/1972,E
001255,ALEXANDER ENERGY CORP,AEOK,1311,P,02,LC,11704,5198,11/19/1981,8/29/1996
001257,ALEXANDER'S INC,ALX,6798,P,01,LU,49330,20041,10/7/1969,E
001258,CAPCO ENERGY INC,CGYNQ,1311,C,01,LC,11712,5261,2/17/1982,10/28/1983
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,1/31/1984,11/4/1986
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,9/9/2004,1/5/2009
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,00X,LC,11739,35,8/1/1983,1/30/1984
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,12/5/1996,4/27/1999
001260,ADRIEN ARPEL INC,AFN.2,2844,P,01,LU,69171,6397,9/20/1983,12/31/1998
001261,ALGERAN INC,ALAQE,3451,P,01,LU,11755,165,9/26/1979,4/30/1984
001263,ALGOMA STEEL GROUP INC,ASTL,3312,P,07,LC,22182,58827,10/20/2021,E
001263,ALGOMA STEEL GROUP INC,ASTL,3312,P,01,LC,81765,28041,7/14/1995,11/30/2000
001264,ALGOREX CORP,3ALGD,3672,C,01,LU,11763,164,1/31/1979,3/11/1992
001264,ALGOREX CORP,3ALGD,3672,C,00X,LU,11763,164,7/1/1973,1/30/1979
001266,ALICO INC,ALCO,0100,P,01,LU,11790,153,12/14/1972,E
001268,ALL AMERICAN BURGER INC,TAABQ,6794,P,01,LU,11798,4366,6/18/1979,11/30/1981
001269,ALL AMERICAN GOURMET CO,AAGC.,2030,P,01,LU,85279,7740,9/18/1985,7/31/1987
001270,ALL AMERICAN INDUSTRIES INC,AAMN,3440,C,00X,LU,28820,6,1/1/1973,7/30/1978
001270,ALL AMERICAN INDUSTRIES INC,AAMN,3440,P,01,LU,28820,6,7/31/1978,4/30/1982
001271,ALL SEASONS RESORTS INC,3ALSE,7000,C,01,LU,11827,6916,3/13/1984,4/30/1990
001274,ALLEGHANY CORP,Y,6331,P,01,LC,17400,22775,1/31/1974,12/23/1986
001274,ALLEGHANY CORP,Y,6331,C,00X,LC,17400,22775,1/1/1974,1/30/1974
001274,ALLEGHANY CORP,Y,6331,P,01,LC,71271,20043,1/30/1987,10/31/2022
001275,ALLEGHENY & WESTERN ENER-OLD,ALGH.,1311,P,01,LC,11835,163,1/29/1982,11/29/1985
001277,ALLECO INC,5566C,3452,P,02,LC,11843,17,12/14/1972,10/18/1988
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,01,LC,77829,29239,8/19/1992,2/5/2001
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,00X,LC,18817,20044,1/1/1950,1/30/1962
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,01,LC,18817,20044,1/31/1962,9/28/1990
001279,ALLEGHENY ENERGY INC,AYE,4911,P,01,LU,10137,20045,1/31/1962,2/28/2011
001279,ALLEGHENY ENERGY INC,AYE,4911,C,00X,LU,10137,20045,1/1/1951,1/30/1962
001281,ALLEN TELECOM INC,ALN.2,3663,C,01,LU,44740,20046,7/27/1967,7/31/2003
001283,ALLEN ORGAN CO  -CL B,AORGB,3576,P,01,LU,11851,293,12/14/1972,5/11/2005
001284,ALLERGAN PHARMACEUTICALS INC,AGN.3,2834,P,01,LU,59635,305,12/14/1972,3/31/1980
001285,ALLIANCE TIRE &RUBBER  -CL A,6024B,3011,C,01,LU,28855,23581,7/2/1962,5/31/1988
001286,ALLIANCE NORTHWEST INDS INC,3ALNI,5700,C,01,LU,85295,7242,10/1/1984,6/30/1992
001288,ALLIED ARTISTS INDUSTRIES,QAAX,3716,P,01,LU,58747,25614,1/20/1976,3/23/1979
001289,ALLIED ARTISTS PICTURES CORP,AAP.1,7812,P,01,LC,28863,23582,1/29/1965,12/31/1975
001290,ALLIED BANCSHARES INC-TX,ALBN,6020,P,01,LC,11870,151,1/31/1974,1/29/1988
001290,ALLIED BANCSHARES INC-TX,ALBN,6020,C,00X,LC,11870,151,1/1/1974,1/30/1974
001291,ALLIED CONTROL INC,ACC.2,3620,P,01,LU,28871,23583,7/2/1962,5/31/1974
001292,ALLIED FARM EQUIPMENT  -CL A,2953B,5080,P,01,LU,11886,160,1/31/1978,7/30/1982
001293,ALLIED FOODS INC,ALFD.,2040,P,01,LU,11894,159,12/14/1972,9/30/1982
001294,ALLIED MAINTENANCE,ALM.1,7340,P,01,LU,46818,24904,9/17/1968,9/30/1982
001295,ALLIED MILLS INC,ADS.2,2040,P,01,LU,19860,22954,1/31/1962,7/6/1973
001295,ALLIED MILLS INC,ADS.2,2040,C,00X,LU,19860,22954,7/1/1949,1/30/1962
001296,ALLIED NURSING CARE INC,HOPE.1,8082,C,01,LU,11915,6857,2/15/1984,9/15/1986
001297,ALLIED PRODUCTS,ADPC,3540,C,01,LU,26331,20050,3/29/1963,10/2/2000
001299,ALLIED SECURITY INC-OLD,ASCY,7381,C,00X,LU,11931,365,7/1/1973,7/29/1976
001299,ALLIED SECURITY INC-OLD,ASCY,7381,P,01,LU,11931,365,7/30/1976,3/15/1990
001300,HONEYWELL INTERNATIONAL INC,HON,9997,C,00X,LC,10145,22168,1/1/1950,1/30/1962
001300,HONEYWELL INTERNATIONAL INC,HON,9997,P,01,LC,10145,22168,1/31/1962,E
001301,ALLIED STORES,9174A,5311,C,00X,LU,17304,22766,2/1/1950,1/30/1962
001301,ALLIED STORES,9174A,5311,P,01,LU,17304,22766,1/31/1962,12/30/1986
001302,ALLIED SUPERMARKETS,ASU.1,5411,C,00X,LC,22074,21872,7/1/1955,1/30/1962
001302,ALLIED SUPERMARKETS,ASU.1,5411,P,01,LC,22074,21872,1/31/1962,11/20/1978
001302,ALLIED SUPERMARKETS,ASU.1,5411,P,01,LC,22074,21872,3/20/1986,7/22/1987
001303,ALLIED TECHNOLOGY INC,ALTGQ,3812,P,01,LC,74473,6015,7/29/1977,7/31/1980
001303,ALLIED TECHNOLOGY INC,ALTGQ,3812,C,00X,LC,74473,6015,6/28/1976,7/28/1977
001304,ALLIED TELEPHONE,AT.3,4813,P,01,LU,63423,385,12/14/1972,10/31/1983
001305,ALLIED THERMAL CORP,AS.1,3585,P,01,LC,53655,25330,12/3/1971,12/31/1977
001306,ALLIED VAN LINES INC,2937B,4213,P,01,LU,11950,185,12/14/1972,3/31/1982
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,00X,LC,10153,22169,1/1/1950,1/30/1962
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,02,LC,10153,22169,1/31/1962,12/2/1988
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,02,LC,90335,22169,9/13/2004,2/28/2011
001309,ALLISON STEEL MFG CO,ASE.1,3310,P,01,LU,44724,24771,7/20/1967,12/31/1971
001311,ALC COMMUNICATIONS INC,ALC.2,4813,C,02,LU,85033,5931,4/20/1983,8/31/1995
001312,ALLOY METAL PRODUCTS INC,2874B,3310,P,01,LC,11966,175,1/31/1978,2/27/1981
001313,ALLOYS UNLIMITED INC,AU.5,3674,P,01,LU,28898,23584,1/29/1965,6/30/1970
001314,ALLRIGHT AUTO PARKS INC,ALR.3,7500,P,01,LU,42737,24631,11/30/1965,7/30/1982
001315,ALLY & GARGANO INC,AGAI.,7311,P,01,LU,11974,6716,12/15/1983,8/29/1986
001318,ALLTEL CORP,AT.2,4812,P,01,LU,41443,20057,1/18/1965,11/30/2007
001319,ALLYN & BACON INC,ALYN.,2731,P,01,LU,11982,187,12/14/1972,6/30/1981
001320,ALMADEN VINEYARDS INC-DEL,ALV.3,2080,P,01,LU,84284,417,12/14/1972,8/28/1973
001322,ALMY STORES INC,ALY.1,5311,P,01,LU,49103,25047,8/28/1969,7/31/1984
001323,ALNAN INC,EKO.1,5661,P,01,LC,42497,24617,9/30/1965,6/30/1975
001324,SCHERER HEALTHCARE INC,SCHR.1,4955,C,01,LU,12002,172,1/31/1979,1/31/2003
001324,SCHERER HEALTHCARE INC,SCHR.1,4955,C,00X,LU,12002,172,8/1/1974,1/30/1979
001325,ALOHA INC,ALO.4,4512,P,01,LU,61268,25659,12/14/1979,12/31/1986
001326,ALPEX COMPUTER CORP,2799B,6799,C,01,LU,12037,177,1/31/1979,1/25/1980
001326,ALPEX COMPUTER CORP,2799B,6799,C,00X,LU,12037,177,1/1/1975,1/30/1979
001327,SKYWORKS SOLUTIONS INC,SWKS,3674,P,01,LU,45911,20058,3/13/1968,E
001328,ALPHA SOLARCO INC,FBSM,3433,C,01,LC,12045,364,5/12/1985,11/11/1996
001328,ALPHA SOLARCO INC,FBSM,3433,C,01,LC,12045,364,10/16/1979,10/7/1982
001329,ALPHANUMERIC INC,ALFA.2,3640,C,01,LU,12053,158,1/31/1979,10/11/1982
001330,ALPHATYPE CORP,ALTP,3555,P,01,LU,12061,182,10/31/1977,3/31/1981
001331,ALPINE GROUP INC,APNI,3357,P,01,LU,68814,162,12/31/1979,7/11/2002
001331,ALPINE GROUP INC,APNI,3357,C,00X,LU,68814,162,5/1/1973,12/30/1979
001332,ASIA SUPERNET CORP,3ASUPE,6513,C,01,LC,12096,309,1/31/1978,1/18/1989
001332,ASIA SUPERNET CORP,3ASUPE,6513,C,00X,LC,12096,309,8/24/1976,1/30/1978
001333,ALPHA PETROLEUM EXPLORATION,APET,1311,C,01,LU,78233,26525,11/1/1982,9/5/1984
001334,NQL INC,NQLIQ,7373,P,01,LU,12117,170,6/18/1981,9/17/2001
001338,ALTA ENERGY CORP-OLD,ALTE.1,1311,C,00X,LC,12125,5180,11/11/1981,6/30/1989
001341,ALTAIR CORP-DEL,ALTA.1,2040,P,01,LC,12141,179,12/14/1972,7/18/1985
001342,ALTAIR CORP-PUERTO RICO,AAIR.1,6799,C,01,LC,12160,3,1/31/1980,10/14/1982
001343,ALTAMIL CORP,ALW.1,3714,C,01,LU,40096,24432,1/15/1964,12/30/1983
001344,ALTEC CORP,4156B,3651,P,01,LU,44580,24763,6/19/1967,11/30/1983
001345,ALTERMAN INVESTMENT FUND,3ALRM,5411,C,01,LU,42032,24585,6/3/1965,4/25/1980
001346,ALTERNACARE CORP,ALTN.1,8011,P,01,LU,12168,7118,7/3/1984,3/31/1988
001347,ALTEX OIL CORP,AOC.2,1389,C,00X,LC,63853,184,5/15/1975,11/27/1975
001347,ALTEX OIL CORP,AOC.2,1389,C,01,LC,63853,184,11/28/1975,10/31/1985
001348,ALTIUS CORP,3044B,3443,C,00X,LU,12176,22334,2/1/1973,1/30/1979
001348,ALTIUS CORP,3044B,3443,C,01,LU,12176,22334,1/31/1979,8/31/1984
001349,ALTON PACKAGING CORP,ALTN.2,2600,C,01,LU,12184,181,12/14/1972,9/30/1981
001350,ALTOS COMPUTER SYS,ALTO.1,3571,P,01,LU,12192,5675,11/4/1982,8/31/1990
001351,ALTRON INC,ALRN.,3672,P,01,LU,12205,7167,8/7/1984,11/30/1998
001356,ALCOA INC,AA.3,3720,P,01,LC,24643,20060,1/31/1962,10/31/2016
001356,ALCOA INC,AA.3,3720,C,00X,LC,24643,20060,6/11/1951,1/30/1962
001358,ALUMINUM SPECIALTY CO,ALY.2,3390,C,01,LU,47474,24942,1/15/1969,1/31/1974
001359,ALZA CORP,AZA.1,2834,P,01,LU,64856,20061,6/8/1983,6/29/2001
001360,SENTO CORP,SNTO,7373,C,01,LC,84260,15153,11/19/1996,9/12/2007
001360,SENTO CORP,SNTO,7373,C,01,LC,12213,205,1/24/1980,5/26/1992
001362,AMALGAMATED SUGAR CO,AGM.2,2060,C,00X,LU,24555,23278,2/28/1951,1/30/1962
001362,AMALGAMATED SUGAR CO,AGM.2,2060,P,01,LU,24555,23278,1/31/1962,11/3/1982
001363,BESTWAY INC,BSWY,7359,C,00X,LC,12221,193,4/13/1978,1/30/1979
001363,BESTWAY INC,BSWY,7359,C,01,LC,12221,193,1/31/1979,8/16/1989
001363,BESTWAY INC,BSWY,7359,C,01,LC,12221,193,12/19/1995,12/20/2004
001364,AMAREX INC,4150B,1311,P,01,LU,12240,242,12/14/1972,2/29/1984
001365,AMAX INC,AMX.2,3334,P,01,LC,10161,20063,1/31/1962,10/29/1993
001365,AMAX INC,AMX.2,3334,C,00X,LC,10161,20063,1/1/1950,1/30/1962
001366,AMBAC INDUSTRIES INC,AB.1,3714,P,01,LU,10188,22170,1/31/1962,6/30/1978
001366,AMBAC INDUSTRIES INC,AB.1,3714,C,00X,LU,10188,22170,1/1/1950,1/30/1962
001367,AMBER RESOURCES CO OF COLO,3AMBEQ,9995,C,02,LC,12264,198,2/13/1979,6/24/1986
001368,AMBRA OIL & GAS CO,AOGCE,1311,P,01,LU,12272,292,7/17/1980,8/29/1986
001369,AMBRIT INC,ABI.1,2060,P,01,LC,66229,2402,1/6/1981,12/29/1989
001370,AMBULATORY MEDICAL CARE INC,AMED.,8011,C,01,LC,12299,6350,12/30/1983,9/27/1993
001372,AMCAST INDUSTRIAL CORP,AICOQ,3714,P,01,LU,12320,1336,12/14/1972,3/31/2003
001373,AMCO INDS INC,AIU.,5010,C,00X,LC,28935,23588,7/2/1962,1/28/1965
001373,AMCO INDS INC,AIU.,5010,P,01,LC,28935,23588,1/29/1965,11/28/1975
001374,AMCOLE ENERGY CORP,AMLE,4922,C,01,LU,12328,224,12/30/1975,6/3/1988
001375,AMDISCO CORP,ADSO.1,9995,C,00X,LU,17670,74,10/1/1949,1/30/1962
001375,AMDISCO CORP,ADSO.1,9995,P,01,LU,17670,74,1/31/1962,10/31/1983
001376,AMECO INC,AMEC,3663,P,01,LC,42921,24645,1/31/1966,5/31/1972
001377,AMEDCO INC,AMY.1,3990,C,00X,LU,63087,212,1/1/1974,1/30/1978
001377,AMEDCO INC,AMY.1,3990,P,01,LU,63087,212,1/31/1978,9/25/1986
001378,AMELCO CORP,AMLC,1731,C,01,LU,12387,223,1/31/1973,10/28/1974
001379,AMERACE CORP,AAE.2,3050,P,01,LU,26227,23394,1/31/1962,9/28/1984
001380,HESS CORP,HES,1311,P,01,LC,28484,20064,3/31/1964,E
001381,AMERFORD INTERNATIONAL CORP,3AMRFE,4731,C,01,LU,12408,5250,12/29/1981,9/11/1989
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,12424,5814,2/25/1983,8/25/1994
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,80778,5814,9/21/1994,9/26/2005
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,90893,47434,9/27/2005,12/31/2013
001383,AMERICAN ADVENTURE INC,5714B,7997,C,01,LC,12432,9056,8/18/1981,3/25/1987
001383,AMERICAN ADVENTURE INC,5714B,7997,C,01,LC,11206,9056,3/26/1987,11/6/1987
001384,AMERICAN AGGREGATES CORP,AMAG.1,1400,P,01,LU,12459,192,7/25/1978,3/31/1987
001385,AMERICAN AGRI-FUELS CORP,4037B,2860,P,01,LU,12467,1895,12/5/1979,9/30/1983
001386,AMERICAN AGRONOMICS,AGR.1,2030,C,01,LC,51190,21337,9/28/1970,4/29/1987
001387,AMERICAN AIR FILTER INC,AAF.1,3564,P,01,LU,42235,24599,7/9/1965,9/29/1978
001390,AMERICAN APPRAISAL ASSOC INC,AMCA.1,6531,P,01,LU,12475,199,12/14/1972,8/31/1984
001391,AMCORD INC,AAC.4,3241,P,01,LC,38877,24344,1/22/1963,11/30/1979
001392,AMDAHL CORP,AMH.1,3571,P,01,LU,60046,209,8/12/1976,9/30/1997
001393,U-HAUL HOLDING CO,UHAL,7510,P,01,LU,81073,30020,11/3/1994,E
001393,U-HAUL HOLDING CO,UHAL,7510,J,05,LC,23505,30020,11/10/2022,E
001394,AMERICAN BAKERIES CO,ABA.1,2050,P,01,LC,15843,22638,1/31/1962,12/4/1986
001394,AMERICAN BAKERIES CO,ABA.1,2050,C,00X,LC,15843,22638,1/1/1950,1/30/1962
001395,AMERICAN BANK NOTE CO,ABN.2,2750,P,01,LU,10217,22174,1/31/1962,1/16/1970
001395,AMERICAN BANK NOTE CO,ABN.2,2750,C,00X,LU,10217,22174,1/1/1950,1/30/1962
001397,AMERICAN BILTRITE INC,ABLT,2670,P,01,LC,39482,20066,8/1/1963,1/26/2012
001402,AMERICAN BIOMEDICAL CORP,ABMD.,8060,P,01,LU,12571,24,12/14/1972,5/31/1978
001408,BEAM INC,BEAM.2,2085,P,01,LC,10225,20067,1/31/1962,4/30/2014
001408,BEAM INC,BEAM.2,2085,C,00X,LC,10225,20067,1/1/1950,1/30/1962
001409,AMERICAN BROADCASTING,ABC.2,4833,C,00X,LU,10233,22176,1/1/1950,1/30/1962
001409,AMERICAN BROADCASTING,ABC.2,4833,P,01,LU,10233,22176,1/31/1962,1/31/1986
001410,ABM INDUSTRIES INC,ABM,7340,P,01,LU,47730,20068,2/13/1969,E
001411,AMERICAN BUSINESS PRODS/GA,ABP.2,2670,P,01,LU,56119,20069,12/14/1972,2/29/2000
001412,ABI AMERICAN BUSINESSPHONE,AB.2,7385,P,01,LU,75000,7360,12/21/1984,10/31/1988
001414,PRIMERICA INC,PRI,6311,P,01,LC,10241,22177,1/31/1962,12/15/1988
001414,PRIMERICA INC,PRI,6311,P,02,LC,93330,53383,4/1/2010,E
001414,PRIMERICA INC,PRI,6311,C,00X,LC,10241,22177,1/1/1950,1/30/1962
001415,AMERICAN CAPITAL CORP-OLD,ACC.1,1531,P,01,LC,54332,20070,3/2/1972,1/30/1984
001416,AMERICAN CAPITAL CORP,ACCN,6036,C,01,LC,54332,20070,1/31/1984,12/9/1991
001417,INVESCO BOND FUND,VBF,6726,P,01,LC,51916,20071,1/29/1982,E
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,6153,C,01,LC,77200,11193,11/12/1991,4/18/2000
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,6153,C,01,LC,12619,6085,6/21/1983,6/21/1989
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,6153,C,01,LC,77200,11193,7/10/2000,4/29/2002
001419,AMERICAN CENTURY CORP,ACT.2,6036,P,01,LU,49947,20075,1/31/1973,7/31/1990
001420,AMERICAN CHAIN & CABLE INC,ACN.4,3530,P,01,LC,18825,22876,1/31/1962,12/31/1975
001420,AMERICAN CHAIN & CABLE INC,ACN.4,3530,C,00X,LC,18825,22876,1/1/1950,1/30/1962
001421,AMERICAN CLIPPER CORP,ACLP.,3716,P,01,LC,12678,44,12/30/1977,8/27/1982
001422,AMERICAN COMMUN & TV,3ASTV.,4833,P,02,LC,12694,5553,6/21/1982,8/24/1989
001423,AMERICAN COMMUNITY SERVICES,4643B,8050,P,01,LU,12707,5895,4/5/1983,5/30/1986
001425,AMERICAN CONSUMER INDS INC,ACS.1,4220,C,00X,LU,10268,22178,1/1/1950,1/30/1962
001425,AMERICAN CONSUMER INDS INC,ACS.1,4220,P,01,LU,10268,22178,1/31/1962,1/11/1974
001426,AMERICAN CONTINENTAL CORP,AMKKQ,6036,C,01,LU,12715,6332,12/14/1972,5/24/1989
001427,AMERICAN CONTROLLED INDS,ACI.2,2670,P,01,LU,57621,25578,12/14/1972,11/28/1986
001428,AMERICAN CREDIT,ACR.4,6141,C,00X,LC,28994,25620,7/2/1962,1/28/1965
001428,AMERICAN CREDIT,ACR.4,6141,C,01,LC,28994,25620,1/29/1965,6/30/1970
001429,AMERICAN CRYSTAL SUGAR CO,2388B,2060,P,01,LU,10276,22179,1/31/1973,2/28/1973
001430,AMERICAN CYANAMID CO,ACY.1,2800,P,01,LU,23341,20076,1/31/1962,11/30/1994
001430,AMERICAN CYANAMID CO,ACY.1,2800,C,00X,LU,23341,20076,1/1/1950,1/30/1962
001431,AMERICAN CYTOGENETICS,3ACYGE,8071,C,01,LU,12723,57,9/28/1979,7/10/1992
001431,AMERICAN CYTOGENETICS,3ACYGE,8071,C,00X,LU,12723,57,2/1/1973,9/27/1979
001432,AMERICAN/DAVEY CORP,ADAX.,3590,C,01,LU,12731,6068,6/15/1983,3/1/1984
001433,AMERICAN DIAGNOSTICS CORP,ADGN,2835,P,01,LU,12750,66,5/7/1981,7/31/1984
001434,ADT INC -OLD,ADT.2,7380,P,01,LU,49269,25056,9/23/1969,9/30/1987
001437,AMERICAN DYNAMICS CORP,AMDC.,4922,C,01,LU,85367,7331,6/28/1985,1/14/1988
001439,US ECOLOGY INC,ECOL,4955,P,01,LC,12758,7019,5/9/1984,5/31/2022
001440,AMERICAN ELECTRIC POWER CO,AEP,4911,P,01,LC,24109,20077,1/31/1962,E
001440,AMERICAN ELECTRIC POWER CO,AEP,4911,C,00X,LC,24109,20077,1/1/1951,1/30/1962
001441,MANSFELDER METALS LTD,MNSF,3350,C,01,LC,88851,41079,12/15/2000,12/21/2007
001441,MANSFELDER METALS LTD,MNSF,3350,C,01,LC,12766,5080,6/18/1981,7/9/1992
001442,AMERICAN EMERGICENTER INC,4307B,8011,P,01,LU,12774,6781,1/24/1984,1/31/1985
001444,AMERICAN VANTAGE COMPANIES,AVCS,7822,P,01,LC,12627,36,2/28/1985,8/22/2005
001444,AMERICAN VANTAGE COMPANIES,AVCS,7822,C,00X,LC,12627,36,8/1/1982,2/27/1985
001445,AMERICAN EQUITY INVT TRUST,AEQTS,6798,P,01,LU,12803,84,1/31/1978,8/31/1984
001446,AMERICAN EXPLORATION CO,AX.1,1311,P,01,LC,12811,6592,11/15/1983,10/14/1997
001447,AMERICAN EXPRESS CO,AXP,6141,C,01,LU,59176,90,12/14/1972,E
001449,AFLAC INC,AFL,6321,P,01,LU,57904,92,8/23/1973,E
001451,AMERICAN FAMILY PIZZA INC,4644B,5812,P,01,LU,12838,6658,3/6/1984,5/30/1986
001452,AMERICAN FIBER OPTICS CORP,FIBR.,3220,P,01,LU,12854,1722,1/31/1985,5/31/1988
001453,AMERICAN FUEL TECHNOLOGIES,4645B,2860,P,01,LU,12897,381,12/6/1982,3/31/1986
001454,AMERICAN EDUCATIONAL COMPUTR,AEDC.,7372,P,01,LU,12910,6475,10/6/1983,3/31/1989
001456,AMERICAN FILTRONA CORP,AFIL,3080,P,01,LU,12918,102,12/14/1972,9/30/1997
001457,AMERICAN FINL LEASING & SVCS,ACOM.1,7389,P,01,LC,12934,22394,12/14/1972,11/29/1974
001458,AMERICAN FLETCHER CORP,AFLT,6020,C,01,LU,12969,106,12/14/1972,1/23/1987
001459,AMERICAN FLETCHER MTG INVS,USSSS.,6798,C,00X,LC,51473,25185,2/1/1973,12/2/1977
001461,AMERICAN FRONTIER EXPL INC,AFEXV,1311,P,01,LU,13005,99,10/27/1980,6/30/1986
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,2040,J,02,LU,66798,6849,11/16/1984,2/25/1993
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,2040,P,01,LU,66771,6849,11/16/1984,2/25/1993
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,2040,C,03,LU,66763,6849,2/8/1984,10/30/1984
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,2040,N,03,LU,66763,6849,10/31/1984,10/31/1984
001463,AMERICAN FURNITURE CO,AFUR,2510,P,01,LU,13040,111,12/14/1972,10/31/1986
001464,AMERICAN GARDEN PRODUCTS INC,AGP.2,0100,P,01,LU,56661,25533,12/14/1972,3/31/1980
001465,AMERICAN GENERAL CORP,AGC.1,6311,P,01,LU,48397,20082,1/29/1971,9/28/2001
001465,AMERICAN GENERAL CORP,AGC.1,6311,C,00X,LC,48397,20082,1/1/1971,1/28/1971
001466,AMERICAN GIRL FASHIONS-CL A,AGF.A,3140,P,01,LU,41849,24569,5/28/1965,2/28/1974
001467,AMERICAN GOLD MINERALS CORP,AGMC.,1311,P,01,LU,13048,117,1/30/1981,9/28/1984
001468,AMERICAN GREETINGS  -CL A,AM.1,2771,P,01,LU,13056,121,12/14/1972,8/30/2013
001470,ENCORE GROUP INC,3EGRP,3690,P,01,LU,13064,217,1/31/1983,5/31/1991
001470,ENCORE GROUP INC,3EGRP,3690,C,00X,LU,13064,217,1/1/1983,1/30/1983
001472,AMER HEALTHCARE MGMT,AHI.2,8062,P,01,LU,66421,20084,8/24/1984,12/29/1989
001472,AMER HEALTHCARE MGMT,AHI.2,8062,P,02,LU,66421,20084,1/31/1990,4/29/1994
001473,AMERICAN HELIOTHERMAL,AHMC,3433,C,01,LU,13099,126,1/31/1979,9/18/1986
001474,AMERICAN HERITAGE LIFE INVS,AHL.2,6311,C,00X,LC,59643,124,1/1/1979,1/30/1979
001474,AMERICAN HERITAGE LIFE INVS,AHL.2,6311,P,01,LC,59643,124,1/31/1979,10/29/1999
001475,AMDURA CORP,ADU,3420,P,02,LU,41734,20085,3/17/1965,4/28/1995
001476,AMERICAN HOME INDUSTRIES CP,3AHID,2452,C,01,LU,13101,125,1/31/1979,12/21/1987
001477,DIVERSICARE CP OF AMER,DIVC.1,8051,P,02,LU,13120,6292,8/16/1983,10/31/1990
001478,WYETH,WYE,2834,C,00X,LC,15667,20086,1/1/1950,1/30/1962
001478,WYETH,WYE,2834,P,01,LC,15667,20086,1/31/1962,10/15/2009
001479,AMERICAN HOME SHIELD,SVM1,7389,P,03,LC,13128,128,1/31/1979,10/27/1989
001479,AMERICAN HOME SHIELD,SVM1,7389,C,00X,LC,13128,128,9/1/1976,1/30/1979
001481,AMERICAN HOSPITAL SUPPLY,AHS.1,3841,P,01,LU,27190,23459,1/31/1962,11/29/1985
001484,AMERICAN INDUSTRIES LTD,3068B,1040,P,01,LU,13179,219,3/12/1981,3/31/1983
001485,AMERITECH CORP,AIT.1,4813,P,01,LU,65859,20088,2/16/1984,10/8/1999
001487,AMERICAN INTERNATIONAL GROUP,AIG,6331,P,01,LC,66800,137,12/14/1972,E
001488,AMERICAN INTL PICTURES INC,ANP,7812,P,01,LU,53313,25310,10/1/1971,6/29/1979
001489,AMERICAN INVESTMENT CO,AIC.2,6141,P,01,LU,21194,23053,1/31/1962,11/28/1980
001489,AMERICAN INVESTMENT CO,AIC.2,6141,C,00X,LU,21194,23053,1/1/1950,1/30/1962
001491,INFINYA LTD,HAIPF,2621,C,00X,LC,19580,20089,7/2/1962,6/29/1965
001491,INFINYA LTD,HAIPF,2621,P,01,LC,19580,20089,6/30/1965,11/25/1980
001491,INFINYA LTD,HAIPF,2621,P,01,LC,29014,20089,11/26/1980,12/21/2011
001492,AMERICAN LAFRANCE INC,AMLF,3560,P,01,LC,13224,225,12/14/1972,1/31/1975
001494,CRUISE AMERICA INC,RVR.2,7510,P,01,LU,13232,7012,6/8/1984,2/27/1998
001495,AMERICAN LIST CORP,AMZ.1,7331,P,01,LU,13283,178,4/21/1978,7/31/1997
001496,AMERICAN LOCKER GROUP INC,ALGI,2540,C,01,LU,10488,418,12/14/1972,3/31/2006
001497,DAMON GROUP INC,DMNG,8071,P,01,LU,13291,5313,2/19/1982,8/30/1991
001498,AMERICAN MAIZE-PRODS  -CL A,AZE.A,2040,J,02,LU,50120,20090,1/29/1982,11/30/1995
001498,AMERICAN MAIZE-PRODS  -CL A,AZE.A,2040,P,01,LU,50112,20090,2/18/1970,11/30/1995
001500,AMERICAN MANAGEMENT SYSTEMS,AMSY,7370,P,01,LC,13304,249,4/27/1979,5/28/2004
001501,AMERICAN MFG CO,AFT.,2200,P,01,LU,29022,23594,12/31/1962,5/30/1980
